txt	label
保护好自己！	1
啊P这几天，天天早起炒年糕给我吃，有心，美味	1
机器人上头版头条了，当幸福来敲门时，势不可挡！	1
天天问男朋友找了吗男朋友找了吗真不知道有什么好问的不喜欢被问太隐私的问题。一开始还很诚实的说没有后来就回答快了快了现在直接回答说找好了真不知道有什么好问的关你屁事啊	0
[笑哈哈][许愿]一定要继续努力，加油，再加油[嘘][困]	1
毕业快乐💃🏻💃🏻照片多到不知道怎么发，只好到处发一条	1
还是不能接受男朋友忘记我生日而且不是第一次忘记了并在两个月前就计划好在我生日的时候去台湾玩耍的这个事实，但是他说台湾回来后会给我带礼物（老娘还不稀罕你的礼物！！！）真的是我太矫情了吗？	0
武汉加油[喵喵][喵喵][喵喵]	1
今天我的小公举第一次说不跟我去玩了！	0
爱上了这里..可惜明天就要走了	0
加油[心]//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心]	1
【墨华惊叹】卧槽，世界上竟然有如此逼真的沙画，服！	1
昏昏沉沉还有那么多作业没改这个感冒要到什么时候才好发音都困难了	0
我自己中意的，别人觉得很猪嗨就对了	1
小洲村南洲大街12号蚝壳屋是海珠区不可移动文物，被人拆了屋檐，瓦棱，靠近蚝壳屋10厘米的地方建房，会危害到房屋安全。蚝壳屋业主多次投诉，城管，文广局也阻止不了文物被破坏，媒体报道后也是无济于事。文物如此保护？@古粤秀色	0
已经自拍20分钟了赶紧来个SB接老砸！！晚上一个人打车多危险！	0
流了一桶量的眼泪，眼皮已成3层，我无法接受这个事实，我真正爱过一个人，然而我们并无法走到一起，悲痛欲绝！	0
以前一天完成好几张学案现在记几个单词短语都费劲儿真的需要调整好心态好好学习了以后谁和我说大学学习没用我给谁急	0
愿平安[心]致敬英雄[加油]//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心]	1
TMD一大早脚擦破，手臂擦破，泥煤的今天是我的倒霉日啊	0
梦到数学练习册补不完好难过，而闹钟响后发现不必担心，我已经成功从练习册时代穿越。美好的一天就开始了。coldmorning。	1
瞬间尼玛无爱了这些人在前面走的无影无踪留下我一个人在后面给他们拿饮料！！！	0
日你个仙人板板经过人的时候就不能慢一点？今天刚穿上的男子	0
卧槽，突然间发现咯应一个人真是不需要任何理由，只要看见就会百般厌烦	0
学校你昨天倒是生日很快乐，今天让我很不高兴！小心我让你过生第一天就很不快乐，而我什么都不做你连我的小辫子都逮不到！让你也体会下气人的感觉	0
好！！	1
活的不明不白不好吗？要搞的迷迷糊糊的。傻逼	0
简直就是真爱cp，怎么会有这么好用的化妆棉	1
下过初雪❄️的早上，空气真好，心情也真好。美美哒	1
武汉加油//@朱一龙:#武汉加油#我们在一起[心]	1
谢谢全国各地人民能够给予武汉支持！	1
摊上一个喜欢讲话讲一半，问个问题半天不回，一件事情全部讲完得花一天的导师，心好累。	0
感觉自己快要疯掉了，怎么就对某人那么着迷	0
这次校园山寨版的职来职往的那个女评委，我去，拽得跟二五八万似的，我真心无力吐槽，你能的狠么？？至于么？？	0
女人们想想这一年竟然只聚了这两次好心酸	0
喜欢一个人的时候，TA流鼻涕的样子都能可爱得让你的心小鹿乱撞…不喜欢一个人的时候，TA的哪哪都是错的，就连对你的好都成了你想拼命卸掉的累赘。。。不谢谢你的喜欢，本王根本就不care。。。啊！！！我是不是注孤生了	0
装个电脑系统装得我火冒三丈，有种摔机的想法！	0
心好累，现在在搞卫生！！超级烦躁	0
有一种爱情叫我觉得你挺好，你觉得我挺傻……我想结婚，你嫌遭罪，迟迟不提，我心憔悴，若想退货，呵呵，绝对不退	0
新年快乐[心]	1
你的所有表现让我知道我做的确实是对的我没做错😬	1
下次你的个人演唱会也想跟你一起high,海星快点来个个人演唱会吧我们都好期待	1
今天真的好感动好感动，一呼即应，被信任的感觉真的好幸福！不问原因，不问目的，就是无条件相信！	1
人生、一个攀登的过程，偶尔回望，一路恩典，那是继续前进的力量！Goahead！With❤️and😊！Hallelujah！	1
以后再也不三根半夜的喝咖啡☕了现在都睡不着了😭	0
武汉加油//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心]	1
今日事，今日毕，完不成就不要睡觉了好嘛	0
哈，現在發現，這裏是一個好地方。	1
一直都很相信你，想陪你一起经历第二个全盛期。宝宝，晚安	1
不要问我为什么上不去车！左脚上来了，右脚被踩住了……	0
手机更新完之后各种不好用后悔更新微博图片不能划左右也看不见微博人名字只有头像手机解锁不能划还有各种崩溃[生气][难过][闭眼][生气][斜眼][脸红][崩溃][星星眼][害怕][惊讶][惊恐]表情也变了连云港·东海县	0
所有抗病毒药物都应该去测一下对新冠的抑制活性，老药新用是最快的，省了药代动力学和安全性评价，理论上开发小分子新药周期比较长，最好有蛋白结构辅助设计，合成、放大、安评耗时都很长，开发疫苗和抗体则更快一些。	1
加油！！！	1
今年11月份居然穿到和我去年12月份一样厚的衣服表示要在大连冷死了	0
关键时刻一点都靠不上，这是郁闷至极	0
我最喜欢的一个字是吃，最喜欢的两个字是旅行，最喜欢的三个字是你的名字。	1
我再也不玩@部落冲突Clash-of-Clans了，	0
舟也是呀，大家都要万万分注意安全！！！	1
真的辛苦了，辛苦了！	1
没有跟你有过一张合照，没有跟你手牵手逛过街，没有跟你抱抱过，没有将你的气味留在心里，没有跟你好好的谈天说地…为什么你就将我丢下？你，过得好么？	0
//@蜜棠咩咩:[允悲][允悲][允悲]//@横店街道办主任:哈哈哈哈哈哈姥爷：离我远点！！	1
终于进入冬天了！早上六点起来天还黑着，给闺女炖了仔排毛芋汤浇面，希望她健康快乐每一天！好想儿子，不知道等他到了姐姐这个年龄我是不是也会为他起早呢！爱你们！	1
#追星女孩 募捐# ?#正能量艺人王一博# 武汉加油??	1
会好的，会好的，加油[心]	1
路慢慢其修远兮，吾将上下而求索。生日快乐猕猴桃～！😘😘	1
吃个冒菜，差点和别人吵起来，够了	0
妈妈说想和我聊天，她一定是有难过的事了。。。我要上课，所以我好难过。。	0
我只是想知道为什么看电脑久了会头晕目眩，吃啥吐啥，论文啥的为什么这么难，还有为什么要选择在我决定不出房门的这一天给我停水，老爸打电话跟我说工作的什么鬼，让我想到我要是啥都没考上毕业就失业，最后，关键是什么时候有水忧心忡忡的一天，极度郁闷上火的一天！！！	0
快递从发出到现在一周了就没更新过，差评，差评，差评，客服还没有！！	0
//@贵州省未成年犯管教所:#平安监狱#【虽数九寒冬，这里却暖意浓浓】	1
男人都喜欢腿细，身材好，可是这种女的靠谱么，就和喜欢装帅的男生，以后都不靠谱么？	0
迷醉的边裁！眼睛长背上去了吗！！！	0
吃完西药再干碗中药来来来喝完一杯还有一杯喝完这杯还有三杯（伍佰脸）。。。体寒星人到底要怎么熬过去这个没完没了的冬天啊	0
武汉加油[心][心][心]	1
生活真的可以磨平一个人。法克～	0
两年了，我不知道我以前的过错是否得到了救赎，但只求上天成全我此生唯一的心愿。	1
听什么歌都伤感，听什么都会流泪，我不敢翻开回忆，不敢打开相册里的照片。	0
可怕…………只是洗个头发掉得像剪了头发一样	0
哇塞！太厉害了！	1
那一分钟，我是很生气的都什么习惯，什么德行～～～～～公共空间，一点素质都没有，惯的你～～～～～	0
特么三天两头被问是不是做模特的…不是不是姐姐我不是………	0
不轻视//@何炅:我来转！#防控疫情我们在一起#	1
一起加油?//@UNIQ-王一博:#武汉加油#咱们一起打赢这场防疫战！祝福大家都平安！[心]	1
天天都那么烦，烦恼何时才能远离我	0
总觉得现在的自己过得很好，生活的井井有条，很多东西可以自我满足，可真到了许多事情是一个女人也胆怯惊恐害怕的时候，你会发现自己什么都做不了。我只能选择前进，并不能后退，因为真的没有退路，我怎能倒下？我身后空无一人。天津·王顶堤	0
在之后与斯洛伐克的比赛中斯梅尔茨也奉献了一次助攻，是新西兰队表现出色的球员之一。	1
小朋友感冒了，一晚上睡不踏实，	0
真的非常非常讨厌这无休无止的雨！	0
快点来一场大晴天分点小太阳给我	0
加油武汉！加油中国??	1
MB，女司机砸了，吃你家的喝你家的，问候你先人	0
laskweek我嘲笑体测完喊腿疼的👧🏻👧🏻……ButIwaswrong真是疼的都不能睡觉	0
真的要被他气死。一条一条都给他列好了，根本不看！张着嘴巴就来问！解释清楚了就在电话那边“好，就这就这就这就这就这就这……”然后挂了再要么就是抱怨“你能不能把个逼字写好点”你特么又不看我写那么干什么，我自己看得懂就行了啊！！！草！！傻逼老板	0
老了也要陪你去看美丽的风景，去你喜欢的国度，我们一起潮潮的，稳稳的幸福	1
到海关办了退运，花了286，肉疼	0
加油//@昭宇yellowcat:武汉加油！//@朱一龙公益应援个站:文中附有湖北省慈善总会联系方式，有捐赠意向的可直接联系！	1
果然睡不著都是因为想太多，朋友家人喜欢过的人从脑子里过一遍的感觉不要太好	1
哈哈。突然觉得我这个人真是奇怪呀。。刚发完的那些。。突然间，就觉得无所谓了。哈哈，嘻嘻，呵呵。。	1
[喵喵][喵喵][喵喵]最后一个最可怕[泪]吓哭了太吓人了	0
人生若有三个这样的朋友，真是太愉快了。。。	1
我大概是十七岁的时候看见过恐怖东西，挺吓人的就不具体描述了，当时和家人朋友说了没人信，就在也不和别人提起了，只有我知道是真的，现在想起来当时看见的全身都冰凉[拜拜]	0
谢谢在生日帮我达成心愿的U（不用怀疑，一直都是我最大的依赖）祝自己生日快乐。	1
那个王八蛋随份子趁乱光写了名没给钱	0
总有恶心的人！借东西不还！臭不要脸！	0
感觉会有一场大战。我的愿望是世界和平🙏🙏🙏	0
做噩梦，活脱脱一部灾难片，城市污水泄漏，煤气管道连环爆炸…偏偏孩子老公都不在身边，一路狂奔伴着恐惧绝望…被吓醒…侧脸一看孩子在身边安然睡着	0
好想还能有个说中午吃什么的人陪着，再吃口你的……	0
上课忘了带书本来想好好学习的结果还是戳手机吧	0
下次再有什么乌了八糟的事再也不吵架了，MD，能动手非要动嘴，太累，太伤肺	0
妹驼双排连赢两把了，萌萌的牛头也解毒了✌️✌️	1
有种无奈就是我想贷款竟然贷不了。想申请临时额度也申请不了，好伤心	0
[中国赞][并不简单]这些天我都一直在支持的[乔治][微笑]	1
刚上班连续接几个电话都是资源以及金额不符的，妈个鸡，本来数学就渣，算得我内心几乎是崩溃的	0
#用经典性条件作用理论解释我为什么害怕闪电[闪电]#首先，可怕的雷声是无条件刺激，我很害怕是无条件作用；闪电原本是中性刺激，和雷声在时间上多次结合后，成了条件刺激，闪电和我很害怕之间建立了一种新的联系，称之为条件作用。#王若玉你很无聊哎[斜眼]#[摊手]	0
医护人员真的是战士！[good][good][good]	1
最近喜欢微凉的夜晚一个人逛逛校园有时练练口译或者什么都不做就听听歌心情也会变得很好	1
一起聊着天感觉还是那么亲切现在想想发现大家都快有三四年没见了这是什么概念	1
赶在第一时间，祝我家麒麒宝宝生日快乐	1
//@我是落生://@鲁一围:“医生队伍稳定了，社会稳定就有一个保证”，今天看可真讽刺又心酸[拜拜]//@白芋头CHARVIS:人类英雄都不为过	1
才7年的小区..电梯就总坠梯..看来要买乘坐电梯险了！.话说时间过的也好快！一眨眼马上7年了！！我都涨了七岁了	0
一组呆萌喵，大大的眼睛目不转睛的盯着你，再看我，再看我就把你吃掉。	1
加油	1
試妝完成🙈🙈🙈能把自己喜歡的事情變成工作，那是一種幸福	1
阳光真好～晨读真好～努力做好眼前的事吧～一起加油加油～做好自己，想要的都会有的，迟早的事嘛，不着急	1
允吧辛苦了[心]	1
好开心啊。今天咱们寝室开通微博啦！！以后我们要多多记录我们的酸甜苦辣。也给大家分享我们的逗比生活～～	1
因为家庭矛盾这个月生活费被扣了已经到了活不下去的状态500块让我撑完剩下的半个月	0
近六个小时车程到昆明西站，再转四个多小时火车至蒙自，坐车不累，抗行李真累啊	0
宝贝送我的生日礼物，这是我迄今为止收到的最好的礼物！亲爱的宝贝麻麻爱你，愿你每天开开心心，健健康康	1
太恐怖[惊恐]了[伤心][伤心][伤心]	0
不知道自己追求的是什么，不想上班	0
[good][good][good]	1
一将军拿出收藏的珍宝把玩，不小心差点把一只玉杯摔碎。幸亏他手快抓住了滑下的杯子，但已满头大汗。待[绿丝带]他定下心来想：“我身经百战从没害怕过，为什么一只小小的杯子就让我惊吓成这样？”他思索良久，还是决然把那只玉杯摔碎了——因为他顿悟，贪念之心比陷入绝境更危险！	1
总是夜里偷偷哭，总是觉得自己一无是处，总觉得未来相对迷茫，也会觉得自己无论是家庭还是任何地方自己的存在毫无意义，像个大大的拖油瓶，也会很想家，但也特别害怕回到那个地方，怕到想都不敢想，最讨厌节日，尤其过年，感觉每年过年都象噩梦，就这样吧，反正都觉得我是万人厌，为什么没人理解！！！	0
不过今天值得高兴的是，小人好乖，洗完澡自己累得不行，她自己把自己哄睡了，刚才起来刚哄了几下，自己就睡着了，太替我着想了，	1
一早叫到顺风车，顺便达成了冬季早班拼车意向。今后每天早晨可以8块钱晚半个小时出门上班。起床困难症可以解救咧而且司机的车况不错，还知道走不堵的道儿，来公司的时间可以早餐+运动都没问题。妥妥的，开森地嘚瑟一下	1
2010年5月21日～2015年11月24日有高兴又伤心，有愤怒，有感动。五年六个月，再见。	1
失去过许多朋友，因为我不善言谈，许久没联系他们，于是他们渐渐有了新朋友，从此再无交集。请不要觉得我冷漠孤傲，不要觉得我喜新厌旧，我只是怕一开口，就变成了令人心酸的客套，却依旧相信着，那时的我们，都是彼此生命里的一道光线，如果有一天我们变陌生了，就让我们重新认识吧。❤️	1
暖很多人，终于遇到一个抢先暖你的人。一定要幸福，我生命中最温柔最善解人意最没有脾气最让我说话不用过脑子的女人~~	1
乱哄哄，你方唱罢我登场，反认他乡是故乡；甚荒唐，到头来都是为他人作嫁衣裳。——曹雪芹《红楼梦》	0
[good]	1
喜欢如何不喜欢又如何该做的仍需去做不该做的不触分毫	1
第一次用了竹炭牙膏，妈呀，好像满嘴的黑芝麻糊，牙刷也成黑的了，好坑啊	0
赞了	1
又怪我错，但系佢之前都100%去确认比我去做。只要时间看着不够，就怪我。干嘛不想想，最终原因呢	0
#穿条纹睡衣的男孩结尾时小男孩虽然惶恐不安但是互相握紧手的样子令人心碎。	0
气死我了，你他妈个逼的，这么黑哨的裁判，你不去吃屎，还有资格说话，你妈的！！	0
每天很瞌睡还失眠，这是要闹哪样	0
真的是服了，办点事儿怎么就那么费劲。这就是中国，这就是现实。证件证明还要不要证明我就是我，我是大活人	0
看什么看！开工啊！人家做事你在玩，人家睡觉你还不去做事？	0
和喜欢的人千言万语，和其他的人一字不提。这样你的爱才会显的有价值！	1
不要做自己喜欢做的事，要喜欢自己做的事。	1
想到之前坐我隔壁的一对母女空姐空乘来的时候就把手机藏起来一走就拿出来玩还一个劲儿的拍窗外的景色当时看得真想两巴掌呼上去拿别人的生命开玩笑这种人应该被判刑拉去千刀万剐一百次	0
你这升级升的什么鬼？不支持自定义排序了，我又要用数字标号重命名。这还算了，重命名完了，手机也升级一下，一同步，文件夹全部重复了，子文件夹还跑串，搞的什么玩意儿？？？谁定的需求？谁写的程序？谁做的测试？@有道云笔记	0
//@刘诗诗:#致敬疫情前线医护人员#向所有的白衣天使们致敬[心]大家一定要做好防护措施，注意安全！	1
小等，为什么我一直是11级？难道升12级有秘籍？@微博等级	0
😉作为一个新手菜鸟，我大半夜三点开车来聊城，母子平安，噢耶！	1
终于下班了，虽然是住在这儿，但我有亲亲老爸老妈还有他的关怀，心里也是美美的呢，好好睡一觉，明天起早回家，晚安啦，我亲爱的们！！！	1
最开心的还是宿舍又聚在了一起玩了一晚上捉黑A不是贡牌就是输真是心累么么哒爱你们	1
刚凉快没几天，却被回南天一键回夏了	0
好看啊，存好了[并不简单]	1
最好听的情话就是从爱人口中说出的我爱你	1
再来一发面霜的表示现在真的特别！特别！！特别！！！的不爽啊！！！！好吧虽然期中只占20%…	0
最近变得油腔滑调了许多，完全脱离以往高冷简言的风格。而且有点吃亏，就像是个不断学习的过程。总觉得不太好，我好像不喜欢自己变成这样。但是想了想，这根本不能评定好不好，能够让喜欢的人开心，就是最正确最最重要的。	0
能不能管管了，交了钱，报了个班，上课了，结果连个坐也没有，都坐满了，收的份子钱这么多，就不会弄个大点的教室，或者分个班次什么的，就这一个班，真是无语了	0
吗的，背井离乡的来这么远拿这几个破钱，何必呢！	0
我想，就这样，用我认为的不触及道德底线的方法主动，告诉你我喜欢你。我知道这是一种不那么直白的自私。	1
吓得我赶紧去上了个厕所太吓人了	0
耳朵旧病复发半个脑袋都是麻的！我塔马以后再也不想打羽毛球了！	0
为什呢周六要加班，我就摸了一会儿一会儿鱼，为什呢要这么惩罚我	0
我们认识7年多，虽不是从一开始就无话不谈，但至少在5年多的时间里是好朋友，好“姐妹”。曾经你有过一次女朋友虽然不久，但那一次我很久都不和你玩因为不想你女朋友多想。现在也如此，我不能和你说没大没小的话了。我们依旧是好“姐妹”，但是有距离。就像当初你远远的看我任性的谈了一次恋爱一样。	0
从看电影到买衣服，试衣服，一路下雨，拎着衣服打着伞我一直不离不弃的牵着你，结果你就变成这样想让我抛弃你！哼！门都没有！不把你放我胃里怎么都不甘心	0
平安//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！	1
保佑祖国『全国新型肺炎疫情实时动态 - 丁香园·丁香医生』http://t.cn/A6vdlB7e ??	1
为什么这两天这么不清醒！！！！恍恍惚惚的！！！一定要做到自制！！要明白一旦开始就会反复！！！所以一定不要去做！！	0
咳咳咳～～无尽滴咳！咳得头晕眼花！咳得心力交瘁！身伤神枪心伤！但愿蓝胖子赠与我一部时光机，送我回到那无忧无虑的童年！睡觉，只愿所有的悲伤都消失殆尽在这无边的黑夜里！晚安，爱你	0
//@UNIQ-王一博:#致敬疫情前线医护人员#你们辛苦了！愿平安！[心]	1
用二两肉圆屁股玩感情和自尊激发，太容易了！你这畜生！二桃子还杀三士呢！	0
😡腻歪死本宝宝了简直去死去死	0
一只鸡等了半个小时……我去！服务员忘点了。	0
#武汉加油#   武汉加油(? ??_??)?//@王嘉尔:#武汉加油#  我们都在，武汉加油，也要感谢我们的英雄：我们的医护人员，感谢你们 感恩有你们！	1
靠，刚刚一查，连着WiFi还被扣了好多的流量	0
加油加油大家都加油	1
我恨我早生20年，HK这帮不要脸的，裁判也是沙比	0
一大早就碰到玲玲姐姐，感觉好好，好高兴啊	1
萌的我都想变成一只没有脖子的短腿企鹅了。	1
原谅自己，不管之前有多傻x，新的开始，听起来真的好俗。。。	1
非常抛燥，尼玛都别惹我，非常抛燥，非常抛燥，非常抛燥	0
#武汉加油# 我们一起！加油！！//@R1SE-任豪:#武汉加油#我们一起，打赢这场防疫战！	1
//@凯源吧官博:#王俊凯[超话]# 感谢@新浪综艺 的分享，为武汉祈祷，愿大家身体健康，远离病毒，向新的一年美好生活努力，和@TFBOYS-王俊凯 一起致敬前线医护人员[给你小心心]	1
真心好东西👍洗鞋神器刷完跟新的一样	1
拍完合照进去的时候有个家人摔倒。他一直回头。然后就叫我们不要拍了。脸有点臭的说。跟他进去的时候紧张死了。	0
這世界怎麼這樣了，內地有死刑應該判他死刑	0
整天就会出一张嘴，你看看我还会不会帮忙。	0
每天晚上睡觉战战兢兢的，有时候没听到我妈打呼噜的声音，我都会用手去探气，摸不到气我就会把她摇醒	0
弄啥咧，什么时候搞不好，大晚上我不做作业就是想肝到新刀，还差5000玉呢啊啊啊没有精力搞浏览器啊爸爸爸爸	0
或许最大的变化就是最不容易发现的变化，唯有举例说明才让人恍惚中醒悟。我不想不明不白，还好有你做最后一博。	1
被靖王气半死，气死了我可怜的苏哥哥	0
好久没有看着时间守下班了。。。好饿	1
我们学校总是花样坑我们，要升一本啦，然后好不容易感叹食堂阿姨的手终于不抖了，空调也有了，厕所修的那叫一个高大上，教室的凳子也开始换新的，然而才赞扬了她几个小时，她就断水断电，1314栋300个寝室在玩跳闸小游戏，一分钟有电，五分钟没电，你当你是巴拉拉小魔仙呢，还会变身	0
哈哈哈哈哈哈哈哈哈哈哈“各家各户都通知了你来干啥！”//@秀粉日记:支持//@守法周市民:支持//@音乐车祸现场:建议春晚买版权加急把这段真实故事改编成小品，既严肃娱乐，又具备科普性，感人至深	1
死到臨頭了不知道的一群傻逼夠，真以為你們多屌嗎，還不是被我們耍的團團轉，真是太tmd天真了，情商是負數？真想像不到你們在屏幕那罵人的猥瑣表情，噁心	0
汤的手艺堪比专业啊美术专业就是屌～	1
又要迟到了破快二几秒钟都不肯等	0
中午睡不好晚上睡不着还不敢去上厕所！！醒一个舍友陪我去吧	0
武汉加油[心]我们都在//@四次元女孩儿:你也要好好的[心]//@X玖少年团肖战DAYTOY:#武汉加油# 加油！我们一直都在！	1
最近最暖心的一句话是：小姨对我那么好呀	1
梦见在睡觉什么的最恐怖了，环境都是生活中的实景，然后在梦中醒来。有次我住一个小旅馆，梦见在睡觉醒来看见床脚坐着个老太，然后吓得真的醒来。	0
考前有点小迷茫或者小焦虑也是正常的是吧？这两天真有一种血都被榨干了的感觉。明天又是奋战的一天。要打好最后的攻坚战。💪💪	1
选修课刻的几枚印，虽然小丑小丑的，但是初学嘛，已经很开心了哟！！	1
反反复复重重复复，好烦啊！滚啊！	0
气死我了，广告贴在哪里啊，有没有素质	0
昨晚的睡眠质量真心差得不能更多这会儿弊端逐渐显现连吃饭的心情都没有人感觉飘飘的睡还睡不着。。。内心戏如图——他妈的是在逗我？！！	0
都讲吃亏是福，但是吃亏这么多年也没看多有福啊，只看见身材日益发福，cao.	0
门柱，裁判。。。这场锅找好了，但是佩兰你还是快点下课吧，这样的排兵布阵，这样的换人调整，真是看不出任何战术打法，说句难听的，这主教练，我上我也行	0
面对手机屏幕，看到你几个字的短信，心好乱，你那么过分。	0
以后的我一定会笑现在的自己，为毛要那么傻逼	0
失业了暂时还没有找到新工作又要交房租了	0
天天看英剧刷口语然而并没有什么暖用听力听不懂还是听不懂试卷做不来还是做不来想哭	0
狡猾的车主，害我妈出车祸，医药费都是我家出，说保险理赔还没下来，一分钱都还没出。	0
你们永远不懂有姐姐的幸福，今天你最大你最美你最可爱，爱你爱你永远爱的就是你	1
想去旅行学生有时间没钱以后上班了有工资没时间💔人生好艰难	0
史上，最难用卷发棒！！！我编个辫子再拆开，都比它夹的卷！！！	0
我好困啊还想睡可是又到上班时间了	0
这小家伙长大后绝对是个人才，看把这西瓜吃的！	1
心情不知道该怎么讲，就是不想说话不想动什么都不想管，好端端的迟到个几分钟就扣我半年的绩效工资，ztmd扯淡啊！什么烂玩意儿，想骂人！！！憋死老娘我了！	0
你大爷的，如果你找了别人，那就愿你给我发的誓言都成真	0
好热好热。。。该死的公司还不让开空调。。。完全无心工作。。。	0
遭了，被我发现一教有网了，我已经快玩了半个小时了，完了，书没得看了	0
就等你发福利了[doge] http://t.cn/A6Pq9KSl	1
晨起，细雪飘飘扬扬的落下，给延大万物添上一抹白色，那么美丽素雅。愿我们的心灵像白雪一样纯洁	1
偶们公司肿么辣么落魄！居然要被电信赶走了，无爱。。。心慌慌！死巫婆，以后见一次打一次！！！	0
考研放弃了。日语也没有做好充足的准备。	0
#武汉封城后的市民生活#希望大家每一個人都可以做好自己，在這個特殊困難的事故，這是最負責任的表現。[心][心][心] ???	1
我终于等到了，胡大爷和小春在一起了	1
我能想到最浪漫的事是：和你一起从“老公”走到“老公公”	1
或许你离开是对的，因为连我都对自己很失望……	0
好累，从来没有过这么纠结，这真的不像我，也不应该是这个年龄的我...真善美假恶丑我都分的清清楚楚，为什么事情的对错我都分不清呢？我应该怎么办谁给告诉我？？？？？？	0
我觉得女孩子就该有女孩子的性格，温温柔柔的多好啊，可我就是做不到！我现在都要气炸了！我滚你大爷的合着我就该无底线的帮你啊！你怎么不想想你是怎么对我的啊！	0
警惕！喝咖啡可能会让你的胸部变小：瑞典科学家的一项最新发现指出，女孩每天喝咖啡若超过三杯，她们的乳房可能会变小。因为半数女性体内含有一种特殊基因，因为这种基因，当她们摄入咖啡因时，乳房就会缩小。但是隆德大学的海伦娜-金斯洛姆表示，女性没有必要为这一研究结果整天提心吊胆。	0
#全国确诊830例新型肺炎病例#我爸不用我说自己就带上口罩了[嘻嘻]我爸太爱冲浪了没办法 ??	1
致敬[泪]	1
感谢阿爸天父垂听我的祷告，清晨在平安喜乐中醒来。周二，早安	1
找不到情绪的出口，谢谢还有你们	1
头疼眼花，口舌生疮，还瘦了两斤	0
今晚路跑十三公里到后面跑不动了估计是吃太多。。边跑边打嗝我也是够了回来后右膝盖老地方稍微痛感洗澡赶紧精油按摩敷上撒隆巴斯但愿别再出问题啊我明天休息行不行。。好好养着哎我娇气的膝盖	0
鱼塘真可怕。技术差，还要么没沟通，要么一言不合就对骂。太恐怖了……	0
肚子一天一天的大起来了，不知道宝宝生出来会像我还是他爸爸呢	1
又多花四个小时来睡觉，我心怎么这么大？然而也并没有睡好。	0
武汉加油	1
世界那么大，而我却总是遇见好人，暖暖的	1
我玩游戏不能说说话，玩游戏总骂人，真是坏习惯	0
愿平安//@kun的yuan:【751】//@Origin_Kun数据站	1
靠????一篇文章改来改去，烦不烦，烦不烦，还让不让人好好过日子了	0
感觉现在的招聘都蛮有趣的样子～找个好工作不容易，找个好员工也不容易	1
真可怕要么失眠一整晚白天睡几个小时永远做噩梦频频把自己喊醒这一年我越来越觉得睡觉是件可怕的事情[失望]	0
额哟，搭配的不错哟，补送给老婆，走起	1
今天我家卷卷的彩超顺利通过，看到你在你妈妈肚子里咕嘟咕嘟的，感觉好幸福。爸爸爱你，希望你健康的出生，快乐的成长。	1
我新买了个发带，小碎花，特别小清新，戴上后18岁耶，特别少女，好喜欢，哈哈哈，好开心	1
两个人也不忙但是很难得一起出去吃饭弄得好像偷来的似的	0
